model_name,horizon,horizon_step,calibration_method,source_horizon,source_step_start,source_step_end,n_residuals,residual_q025,residual_q10,residual_q90,residual_q975
tree_boosting_fallback,7,4,pooled_nearby_steps,7,3,5,24,-389.24628029929835,-280.5006485077076,32.15630471571624,126.26558823166427
tree_boosting_fallback,7,5,pooled_nearby_steps,7,4,6,24,-403.95247401356625,-246.66074481004424,32.5105264585276,60.18104653864054
tree_boosting_fallback,7,6,pooled_nearby_steps,7,5,7,24,-365.2520523032644,-208.55540308779038,51.0085518447707,91.84117907651415
tree_boosting_fallback,7,7,pooled_nearby_steps,7,5,7,24,-365.2520523032644,-208.55540308779038,51.0085518447707,91.84117907651415
tree_boosting_fallback,30,1,pooled_nearby_steps,30,1,3,24,-392.57305753229946,-285.3707068774604,142.4803534262516,237.55692370947364
tree_boosting_fallback,30,2,pooled_nearby_steps,30,1,3,24,-392.57305753229946,-285.3707068774604,142.4803534262516,237.55692370947364
tree_boosting_fallback,30,3,pooled_nearby_steps,30,2,4,24,-389.24628029929835,-285.3707068774604,171.80027633175192,739.506268082074
tree_boosting_fallback,30,4,pooled_nearby_steps,30,3,5,24,-389.24628029929835,-280.5006485077076,97.85476670332415,662.390212133408
tree_boosting_fallback,30,5,pooled_nearby_steps,30,4,6,24,-326.48758960815115,-189.82032809966006,61.56706921307049,609.2615119404013
tree_boosting_fallback,30,6,pooled_nearby_steps,30,5,7,24,-203.17078810398795,-150.92288086612885,84.64894453091728,115.31683862629848
tree_boosting_fallback,30,7,pooled_nearby_steps,30,6,8,24,-328.8627148904725,-181.85612223568762,84.64894453091728,115.31683862629848
tree_boosting_fallback,30,8,pooled_nearby_steps,30,7,9,24,-391.45152817122676,-234.606758755606,117.03797091391402,192.82726188579844
tree_boosting_fallback,30,9,pooled_nearby_steps,30,8,10,24,-470.7364976226673,-362.61449734520676,86.35637733969108,192.82726188579844
tree_boosting_fallback,30,10,pooled_nearby_steps,30,9,11,24,-545.2875363844294,-362.61449734520676,86.35637733969108,192.82726188579844
tree_boosting_fallback,30,11,pooled_nearby_steps,30,10,12,24,-545.2875363844294,-348.8051719292944,58.00406134783405,78.35057278912812
tree_boosting_fallback,30,12,pooled_nearby_steps,30,11,13,24,-439.53469321915674,-243.25946334017618,43.789977195140246,104.32517497380007
tree_boosting_fallback,30,13,pooled_nearby_steps,30,12,14,24,-284.51822344084457,-195.3723516453438,77.27958869387895,121.11401589351824
tree_boosting_fallback,30,14,pooled_nearby_steps,30,13,15,24,-399.1882826022661,-185.92188752683865,70.55290989185869,121.11401589351824
tree_boosting_fallback,30,15,pooled_nearby_steps,30,14,16,24,-432.07535263545554,-279.5651486669254,75.79300320172355,171.0667912982655
tree_boosting_fallback,30,16,pooled_nearby_steps,30,15,17,24,-465.5986877724747,-345.7409246209484,74.41529987488917,171.55697756907688
tree_boosting_fallback,30,17,pooled_nearby_steps,30,16,18,24,-452.6264738252872,-345.7409246209484,71.22456689419664,171.55697756907688
tree_boosting_fallback,30,18,pooled_nearby_steps,30,17,19,24,-452.6264738252872,-383.83257867167845,17.93550397670822,80.82522523668125
tree_boosting_fallback,30,19,pooled_nearby_steps,30,18,20,24,-450.39271165851056,-240.1853219389647,-11.182705223314835,44.919400645877225
tree_boosting_fallback,30,20,pooled_nearby_steps,30,19,21,24,-328.505871386743,-221.64737729957594,50.78579412598766,140.08643304780153
tree_boosting_fallback,30,21,pooled_nearby_steps,30,20,22,24,-393.8187133142644,-231.5749424379502,26.88474242852691,140.08643304780153
tree_boosting_fallback,30,22,pooled_nearby_steps,30,21,23,24,-463.00393046714873,-332.0221841694488,72.52770558771542,244.1752996470059
tree_boosting_fallback,30,23,pooled_nearby_steps,30,22,24,24,-463.00393046714873,-362.36586043332085,8.408906246963861,214.88491056650201
tree_boosting_fallback,30,24,pooled_nearby_steps,30,23,25,24,-381.4111000174082,-348.947321618142,-15.785481820055171,214.88491056650201
tree_boosting_fallback,30,25,pooled_nearby_steps,30,24,26,24,-371.80180932727706,-345.46895507971675,-59.43868197277246,65.7680012875881
tree_boosting_fallback,30,26,pooled_nearby_steps,30,25,27,24,-463.78957220503145,-343.04504257522046,-64.25881269030354,10.596793504132393
tree_boosting_fallback,30,27,pooled_nearby_steps,30,26,28,24,-535.6446123137757,-340.3322496767821,-33.663262618831936,124.3194540682754
tree_boosting_fallback,30,28,pooled_nearby_steps,30,27,29,24,-535.6446123137757,-428.71112601369856,80.95524823272552,182.61122456706556
tree_boosting_fallback,30,29,pooled_nearby_steps,30,28,30,24,-488.8512277067816,-313.42824158451987,66.24692746528818,182.61122456706556
tree_boosting_fallback,30,30,pooled_nearby_steps,30,28,30,24,-488.8512277067816,-313.42824158451987,66.24692746528818,182.61122456706556
