station_id,history_group,station_category,cluster_label,is_short_history,is_zero_almost_always,appears_active_recently
4435,newborn,short_history,not_clustered_short_history,True,False,False
4436,mature,weekend_leisure,cluster_4,False,False,True
4437,mature,mixed_profile,cluster_2,False,False,True
4438,mature,mixed_profile,cluster_4,False,False,True
4439,mature,mixed_profile,cluster_4,False,False,True
4440,mature,mixed_profile,cluster_2,False,False,True
4441,mature,mixed_profile,cluster_2,False,False,True
4442,mature,mixed_profile,cluster_4,False,False,True
4443,mature,mixed_profile,cluster_2,False,False,True
4444,mature,mixed_profile,cluster_2,False,False,True
4445,mature,mixed_profile,cluster_2,False,False,True
4446,mature,mixed_profile,cluster_2,False,False,True
4447,mature,mixed_profile,cluster_2,False,False,True
4448,mature,mixed_profile,cluster_2,False,False,True
4449,mature,mixed_profile,cluster_2,False,False,True
4450,mature,mixed_profile,cluster_2,False,False,True
4451,mature,weekend_leisure,cluster_3,False,False,True
4452,mature,mixed_profile,cluster_4,False,False,True
4453,mature,mixed_profile,cluster_4,False,False,True
4454,mature,mixed_profile,cluster_2,False,False,True
4455,mature,weekend_leisure,cluster_2,False,False,True
4456,mature,mixed_profile,cluster_4,False,False,True
4457,mature,weekend_leisure,cluster_3,False,False,True
4458,young,short_history,not_clustered_short_history,True,False,False
4459,young,short_history,not_clustered_short_history,True,False,False
4460,young,short_history,not_clustered_short_history,True,False,False
4461,young,short_history,not_clustered_short_history,True,False,False
4462,young,short_history,not_clustered_short_history,True,False,False
4463,mature,sparse_intermittent,cluster_4,False,False,False
4469,young,short_history,not_clustered_short_history,True,False,False
4470,young,short_history,not_clustered_short_history,True,False,False
4472,mature,mixed_profile,cluster_2,False,False,True
4473,mature,mixed_profile,cluster_4,False,False,True
4474,mature,mixed_profile,cluster_2,False,False,True
4475,mature,busy_stable,cluster_2,False,False,True
4476,mature,weekend_leisure,cluster_2,False,False,True
