date,target,missing_period_flag,series_scope
2024-01-09,1142,0,system_level
2024-01-10,1181,0,system_level
2024-01-11,1217,0,system_level
2024-01-12,1351,0,system_level
2024-01-13,1230,0,system_level
2024-01-14,1363,0,system_level
2024-01-15,1508,0,system_level
2024-01-16,1336,0,system_level
2024-01-17,1374,0,system_level
2024-01-18,1414,0,system_level
2024-01-19,1593,0,system_level
2024-01-20,611,0,system_level
2024-01-21,1231,0,system_level
2024-01-22,572,0,system_level
2024-01-23,1414,0,system_level
2024-01-24,1319,0,system_level
2024-01-25,1386,0,system_level
2024-01-26,1532,0,system_level
2024-01-27,1613,0,system_level
2024-01-28,1680,0,system_level
2024-01-29,1529,0,system_level
2024-01-30,1620,0,system_level
2024-01-31,1613,0,system_level
2024-02-01,1034,0,system_level
2024-02-02,1473,0,system_level
2024-02-03,1344,0,system_level
2024-02-04,461,0,system_level
2024-02-05,166,0,system_level
2024-02-06,262,0,system_level
2024-02-07,986,0,system_level
2024-02-08,1205,0,system_level
2024-02-09,1376,0,system_level
2024-02-10,1500,0,system_level
2024-02-11,1270,0,system_level
2024-02-12,1386,0,system_level
2024-02-13,1505,0,system_level
2024-02-14,1595,0,system_level
2024-02-15,1341,0,system_level
2024-02-16,1503,0,system_level
2024-02-17,1404,0,system_level
2024-02-18,1293,0,system_level
2024-02-19,339,0,system_level
2024-02-20,515,0,system_level
2024-02-21,1371,0,system_level
2024-02-22,1571,0,system_level
2024-02-23,1515,0,system_level
2024-02-24,1575,0,system_level
2024-02-25,1765,0,system_level
2024-02-26,1040,0,system_level
2024-02-27,1433,0,system_level
2024-02-28,1569,0,system_level
2024-02-29,1487,0,system_level
2024-03-01,1544,0,system_level
2024-03-02,810,0,system_level
2024-03-03,1289,0,system_level
2024-03-04,1438,0,system_level
2024-03-05,1505,0,system_level
2024-03-06,850,0,system_level
2024-03-07,1434,0,system_level
2024-03-08,1466,0,system_level
2024-03-09,1550,0,system_level
2024-03-10,1367,0,system_level
2024-03-11,1282,0,system_level
2024-03-12,1440,0,system_level
2024-03-13,1461,0,system_level
2024-03-14,1460,0,system_level
2024-03-15,1517,0,system_level
2024-03-16,1579,0,system_level
2024-03-17,1813,0,system_level
2024-03-18,1502,0,system_level
2024-03-19,1603,0,system_level
2024-03-20,1604,0,system_level
2024-03-21,1485,0,system_level
2024-03-22,1556,0,system_level
2024-03-23,1055,0,system_level
2024-03-24,1103,0,system_level
2024-03-25,1298,0,system_level
2024-03-26,1418,0,system_level
2024-03-27,1584,0,system_level
2024-03-28,1560,0,system_level
2024-03-29,1405,0,system_level
2024-03-30,566,0,system_level
2024-03-31,1020,0,system_level
2024-04-01,1463,0,system_level
2024-04-02,1631,0,system_level
2024-04-03,1561,0,system_level
2024-04-04,1310,0,system_level
2024-04-05,1071,0,system_level
2024-04-06,1318,0,system_level
2024-04-07,1356,0,system_level
2024-04-08,1278,0,system_level
2024-04-09,1483,0,system_level
2024-04-10,1510,0,system_level
2024-04-11,1579,0,system_level
2024-04-12,1151,0,system_level
2024-04-13,851,0,system_level
2024-04-14,665,0,system_level
2024-04-15,1450,0,system_level
2024-04-16,1499,0,system_level
2024-04-17,1577,0,system_level
2024-04-18,1455,0,system_level
2024-04-19,1541,0,system_level
2024-04-20,1620,0,system_level
2024-04-21,2634,0,system_level
2024-04-22,1561,0,system_level
2024-04-23,1592,0,system_level
2024-04-24,1487,0,system_level
2024-04-25,1358,0,system_level
2024-04-26,1462,0,system_level
2024-04-27,1744,0,system_level
2024-04-28,1738,0,system_level
2024-04-29,1506,0,system_level
2024-04-30,1645,0,system_level
2024-05-01,1682,0,system_level
2024-05-02,1730,0,system_level
2024-05-03,1795,0,system_level
2024-05-04,1760,0,system_level
2024-05-05,1689,0,system_level
2024-05-06,1682,0,system_level
2024-05-07,1712,0,system_level
2024-05-08,1662,0,system_level
2024-05-09,1783,0,system_level
2024-05-10,1700,0,system_level
2024-05-11,1738,0,system_level
2024-05-12,1623,0,system_level
2024-05-13,1523,0,system_level
2024-05-14,1493,0,system_level
2024-05-15,1353,0,system_level
2024-05-16,1747,0,system_level
2024-05-17,1770,0,system_level
2024-05-18,1760,0,system_level
2024-05-19,1699,0,system_level
2024-05-20,1607,0,system_level
2024-05-21,1735,0,system_level
2024-05-22,1612,0,system_level
2024-05-23,1572,0,system_level
2024-05-24,1774,0,system_level
2024-05-25,1861,0,system_level
2024-05-26,1851,0,system_level
2024-05-27,1693,0,system_level
2024-05-28,1643,0,system_level
2024-05-29,1634,0,system_level
2024-05-30,1693,0,system_level
2024-05-31,1684,0,system_level
2024-06-01,1765,0,system_level
2024-06-02,1612,0,system_level
2024-06-03,1374,0,system_level
2024-06-04,1623,0,system_level
2024-06-05,1633,0,system_level
2024-06-06,1706,0,system_level
2024-06-07,1663,0,system_level
2024-06-08,1615,0,system_level
2024-06-09,1634,0,system_level
2024-06-10,1536,0,system_level
2024-06-11,1505,0,system_level
2024-06-12,1493,0,system_level
2024-06-13,1420,0,system_level
2024-06-14,1524,0,system_level
2024-06-15,1602,0,system_level
2024-06-16,1414,0,system_level
2024-06-17,1427,0,system_level
2024-06-18,1394,0,system_level
2024-06-19,1476,0,system_level
2024-06-20,1311,0,system_level
2024-06-21,1434,0,system_level
2024-06-22,1849,0,system_level
2024-06-23,1686,0,system_level
2024-06-24,1284,0,system_level
2024-06-25,1286,0,system_level
2024-06-26,1253,0,system_level
2024-06-27,1429,0,system_level
2024-06-28,1348,0,system_level
2024-06-29,1342,0,system_level
2024-06-30,1252,0,system_level
2024-07-01,1290,0,system_level
2024-07-02,1387,0,system_level
2024-07-03,1408,0,system_level
2024-07-04,1824,0,system_level
2024-07-05,1335,0,system_level
2024-07-06,1568,0,system_level
2024-07-07,1365,0,system_level
2024-07-08,1281,0,system_level
2024-07-09,1210,0,system_level
2024-07-10,1284,0,system_level
2024-07-11,1319,0,system_level
2024-07-12,1249,0,system_level
2024-07-13,1397,0,system_level
2024-07-14,1346,0,system_level
2024-07-15,1191,0,system_level
2024-07-16,1243,0,system_level
2024-07-17,1262,0,system_level
2024-07-18,1376,0,system_level
2024-07-19,1313,0,system_level
2024-07-20,1377,0,system_level
2024-07-21,1551,0,system_level
2024-07-22,1299,0,system_level
2024-07-23,1434,0,system_level
2024-07-24,1351,0,system_level
2024-07-25,1315,0,system_level
2024-07-26,1351,0,system_level
2024-07-27,1445,0,system_level
2024-07-28,1378,0,system_level
2024-07-29,1190,0,system_level
2024-07-30,1296,0,system_level
2024-07-31,1214,0,system_level
2024-08-01,1254,0,system_level
2024-08-02,1297,0,system_level
2024-08-03,1373,0,system_level
2024-08-04,1402,0,system_level
2024-08-05,1102,0,system_level
2024-08-06,1224,0,system_level
2024-08-07,1257,0,system_level
2024-08-08,1313,0,system_level
2024-08-09,1256,0,system_level
2024-08-10,1338,0,system_level
2024-08-11,1405,0,system_level
2024-08-12,1204,0,system_level
2024-08-13,1216,0,system_level
2024-08-14,1307,0,system_level
2024-08-15,1304,0,system_level
2024-08-16,1447,0,system_level
2024-08-17,1427,0,system_level
2024-08-18,2338,0,system_level
2024-08-19,1194,0,system_level
2024-08-20,1276,0,system_level
2024-08-21,1295,0,system_level
2024-08-22,1388,0,system_level
2024-08-23,1547,0,system_level
2024-08-24,1427,0,system_level
2024-08-25,1325,0,system_level
2024-08-26,1292,0,system_level
2024-08-27,1535,0,system_level
2024-08-28,1476,0,system_level
2024-08-29,1442,0,system_level
2024-08-30,1447,0,system_level
2024-08-31,1456,0,system_level
2024-09-01,1670,0,system_level
2024-09-02,1564,0,system_level
2024-09-03,1396,0,system_level
2024-09-04,1433,0,system_level
2024-09-05,1473,0,system_level
2024-09-06,1354,0,system_level
2024-09-07,1422,0,system_level
2024-09-08,1180,0,system_level
2024-09-09,1207,0,system_level
2024-09-10,1380,0,system_level
2024-09-11,1586,0,system_level
2024-09-12,1678,0,system_level
2024-09-13,1646,0,system_level
2024-09-14,1781,0,system_level
2024-09-15,1682,0,system_level
2024-09-16,1440,0,system_level
2024-09-17,1589,0,system_level
2024-09-18,1507,0,system_level
2024-09-19,1522,0,system_level
2024-09-20,1775,0,system_level
2024-09-21,1688,0,system_level
2024-09-22,1733,0,system_level
2024-09-23,1692,0,system_level
2024-09-24,1887,0,system_level
2024-09-25,1672,0,system_level
2024-09-26,1715,0,system_level
2024-09-27,1714,0,system_level
2024-09-28,1804,0,system_level
2024-09-29,1691,0,system_level
2024-09-30,1466,0,system_level
2024-10-01,1538,0,system_level
2024-10-02,1760,0,system_level
2024-10-03,1694,0,system_level
2024-10-04,1664,0,system_level
2024-10-05,1643,0,system_level
2024-10-06,1458,0,system_level
2024-10-07,1548,0,system_level
2024-10-08,1592,0,system_level
2024-10-09,1462,0,system_level
2024-10-10,1588,0,system_level
2024-10-11,1625,0,system_level
2024-10-12,1724,0,system_level
2024-10-13,2825,0,system_level
2024-10-14,1491,0,system_level
2024-10-15,1482,0,system_level
2024-10-16,1417,0,system_level
2024-10-17,1436,0,system_level
2024-10-18,1711,0,system_level
2024-10-19,1478,0,system_level
2024-10-20,1469,0,system_level
2024-10-21,1535,0,system_level
2024-10-22,1609,0,system_level
2024-10-23,1570,0,system_level
2024-10-24,1385,0,system_level
2024-10-25,1645,0,system_level
2024-10-26,1421,0,system_level
2024-10-27,1410,0,system_level
2024-10-28,1327,0,system_level
2024-10-29,1443,0,system_level
2024-10-30,1605,0,system_level
2024-10-31,1459,0,system_level
2024-11-01,1817,0,system_level
2024-11-02,1211,0,system_level
2024-11-03,1344,0,system_level
2024-11-04,1361,0,system_level
2024-11-05,1482,0,system_level
2024-11-06,1217,0,system_level
2024-11-07,1465,0,system_level
2024-11-08,1345,0,system_level
2024-11-09,1672,0,system_level
2024-11-10,1415,0,system_level
2024-11-11,1147,0,system_level
2024-11-12,1332,0,system_level
2024-11-13,1370,0,system_level
2024-11-14,1401,0,system_level
2024-11-15,1395,0,system_level
2024-11-16,1437,0,system_level
2024-11-17,1184,0,system_level
2024-11-18,1247,0,system_level
2024-11-19,1208,0,system_level
2024-11-20,1280,0,system_level
2024-11-21,1385,0,system_level
2024-11-22,1271,0,system_level
2024-11-23,1024,0,system_level
2024-11-24,1205,0,system_level
2024-11-25,1115,0,system_level
2024-11-26,1089,0,system_level
2024-11-27,1135,0,system_level
2024-11-28,790,0,system_level
2024-11-29,979,0,system_level
2024-11-30,1163,0,system_level
2024-12-01,1042,0,system_level
2024-12-02,1061,0,system_level
2024-12-03,1190,0,system_level
2024-12-04,1113,0,system_level
2024-12-05,1079,0,system_level
2024-12-06,1003,0,system_level
2024-12-07,1247,0,system_level
2024-12-08,1029,0,system_level
2024-12-09,1023,0,system_level
2024-12-10,1106,0,system_level
2024-12-11,1113,0,system_level
2024-12-12,1027,0,system_level
2024-12-13,990,0,system_level
2024-12-14,1069,0,system_level
2024-12-15,888,0,system_level
2024-12-16,891,0,system_level
2024-12-17,1092,0,system_level
2024-12-18,1110,0,system_level
2024-12-19,1040,0,system_level
2024-12-20,852,0,system_level
2024-12-21,919,0,system_level
2024-12-22,933,0,system_level
2024-12-23,842,0,system_level
2024-12-24,543,0,system_level
2024-12-25,639,0,system_level
2024-12-26,878,0,system_level
2024-12-27,884,0,system_level
2024-12-28,836,0,system_level
2024-12-29,791,0,system_level
2024-12-30,873,0,system_level
2024-12-31,869,0,system_level
